ಕನ್ನಡ ಪದ (Kannada Word),ಇಂಗ್ಲೀಷ್ ಪದ (English Word),ಕನ್ನಡ ಅರ್ಥ (Kannada Meaning),ಪರ್ಯಾಯ ಪದ (Synonyms),ವಿಷಯ ವರ್ಗೀಕರಣ (Subject),ವ್ಯಾಕರಣ ವಿಶೇಷ (Grammer),ಇಲಾಖೆ (Department),ಕನ್ನಡ ಉಚ್ಚಾರಣೆ (Kannada Pronunciation),ಇಂಗ್ಲೀಷ್ ಅರ್ಥ (English Meaning),ಸಂಕ್ಷಿಪ್ತ ವಿವರಣೆ (Short Description),ದೀರ್ಘ ವಿವರಣೆ (Long Description),ಆಡಳಿತಾತ್ಮಕ ಪದ (Administrative Word)
,Bar claw,ಸಲಾಕೆ ಹಿಡಿ,,,,,,,,,
,Bar crow,ಗಢಾರಿ / ಹಾರೆ,,,,,,,,,
,Bar lock,"ಕಂಬಿಯ ಬೀಗ, ಸಲಾಕಾ ಬೀಗ",,,,,,,,,
,Bar magnet,ದಂಡಕಾಂತ / ದಂಡ ಆಯಸ್ಕಾಂತ,,,,,,,,,
,Bar point share,ಸಲಾಕೆ ಮೊನೆಯಾಕಾರದ ಕುಳ,,,,,,,,,
,"Bar, tommy",ಸಲಾಕೆ ತಿರುವು ಕಂಬಿ,,,,,,,,,
,"Bar,stretcher",ಉದ್ದವರಿಸೆಯ ಸಲಾಕೆ,,,,,,,,,
,"Bar,tamping",ದಮ್ಮಸಿಕೆ ಮಾಡುವ ಸಲಾಕೆ,,,,,,,,,
,Barnyard manure,ಕೊಟ್ಟಿಗೆ ಗೊಬ್ಬರ,,,,,,,,,
,Barrage,ಅಣೆಕಟ್ಟು,,,,,,,,,
,Barrel,ಪೀಪಾಯಿ,,,,,,,,,
,Barren land,ಬಂಜರು ಭೂಮಿ,,,,,,,,,
,Barrier,"ತಡೆ, ಅಡ್ಡಗಟ್ಟು",,,,,,,,,
,"Barrier, lifting or moving type",ಚಲಿಸುವ ಅಥವಾ ಎತ್ತಬಲ್ಲ ತಡೆ,,,,,,,,,
,Base days,ಮೂಲ ದಿನಗಳು,,,,,,,,,
,Base line,ಪಾದರೇಖೆ,,,,,,,,,
,Base map,"ಮೂಲನಕ್ಷೆ,ಆಧಾರನಕ್ಷೆ",,,,,,,,,
,Base period,ಮೂಲ ಅವಧಿ,,,,,,,,,
,Base plate,ಆಧಾರ ಫಲಕ,,,,,,,,,
,Basin,ನೀರು ನಿಲ್ಲಿಸುವ ಮಡಿ,,,,,,,,,
,Basin irrigation,ಮಡಿ ನೀರಾವರಿ,,,,,,,,,
,"Basin,catchment","ನೀರು ನಿಲ್ಲಿಸುನ ಮಡಿ, ಜಲಾನಯನ (ಪ್ರದೇಶ)",,,,,,,,,
,Basksuction,ಹಿಂಚೋಷಣ,,,,,,,,,
,Battery,ವಿದ್ಯುತ್ ಕೋಶ,,,,,,,,,
,Battery testing,"ವಿದ್ಯುತ್ ಉತ್ಪಾದನೆಯ ಪರೀಕ್ಷೆ, ಬ್ಯಾಟರಿ ಪರೀಕ್ಷಣೆ",,,,,,,,,
,Bay,ಕೊಲ್ಲಿ,,,,,,,,,
,Beading,ಅಂಚುಕಟ್ಟುವುದು,,,,,,,,,
,Beading tool,ಅಂಚು ಕಟ್ಟುವ ಉಪಕರಣ,,,,,,,,,
,Beam,"ತೊಲೆ, ಪ್ರಭೆ",,,,,,,,,
,Beam angle,"ತೊಲೆಯ ಕೋನ, ಪ್ರಭಾಕೋನ",,,,,,,,,
,Bearing,"ಘರ್ಷಣ ಭಾಗ, ಬೇರಿಂಗ್, ಫಸಲು",,,,,,,,,
,Bearing area,"ಧಾರಕ ಪ್ರದೇಶ, ಘರ್ಷಣ ಕ್ಷೇತ್ರ",,,,,,,,,
,Bearing metal,"ಧಾರಕ ಲೋಹ, ಘರ್ಷಣೆ ಲೋಹ",,,,,,,,,
,Bearing plate,"ಧಾರಕ ಹಲಗೆ, ಘರ್ಷಣೆ ಫಲಕ",,,,,,,,,
,"Bearing,collar",ಬೇರಿಂಗ್ ನ ಪಟ್ಟಿ,,,,,,,,,
,"Bearing,oiled",ಎಣ್ಣೆಹಾಕಿದ ಷರ್ಘಣೆಯಾಗುವ ಭಾಗ,,,,,,,,,
,Beater,ತಾಡಕ,,,,,,,,,
,Bed,"ಆಧಾರ, ತಳಚೌಕಟ್ಟು, ತಳಕಟ್ಟು ಹಾಸು",,,,,,,,,
,Bed Load,ತಳಹದಿಯ ತೂಕ,,,,,,,,,
,Bed plate,ತಳಹದಿಯ ಹಲಗೆ / ಪದರ ಹಲಗೆ,,,,,,,,,
,Bed ripple,ತಳಹದಿಯ ಅಲೆ / ಪದರ ಅಲೆ,,,,,,,,,
,Bed rock,ತಳಬಂಡೆ,,,,,,,,,
,Bed slope,ತಳಹದಿಯ ಇಳಿಜಾರು/ ಪದರ ಇಳಿಜಾರು,,,,,,,,,
,Bed stone,ಪದರ ಕಲ್ಲು,,,,,,,,,
,Bedding,"ತಳಹಾಸು, ಪದರ",,,,,,,,,
,Bell electric,ವಿದ್ಯುತ್ ಕರೆಗಂಟೆ,,,,,,,,,
,Bell mouth,ಗಂಟಾ ಮುಖ,,,,,,,,,
,Bell mouthed spill way,"ಗಂಟಾ ಮುಖದ ರೂಪಿನ, ಹೊರಚೆಲ್ಲು ಹಾದಿ",,,,,,,,,
,Bell socket,ಗಂಟಾ ಕುಳಿ,,,,,,,,,
,Belt conveyor,ಪಟ್ಟಿ / ಬೆಲ್ಟ್ ವಾಹಕ,,,,,,,,,
,Belt driven,ಬೆಲ್ಟ್ / ಪಟ್ಟಿ ಚಾಲಿತ,,,,,,,,,
,Belt pulley,ಬೆಲ್ಟ್ / ಪಟ್ಟಿರಾಟೆ,,,,,,,,,
,Bench flume,ಮಟ್ಟ ಕಾಲುವೆ,,,,,,,,,
,Bench mark,ಮಟ್ಟಗುರುತು,,,,,,,,,
,Bench terrace,"ಬೆಂಚು, ಜಗತಿ ಭೂಮಿ",,,,,,,,,
,Bending test,ಕುಣಿಕೆ ಗಂಟು ಪರೀಕ್ಷೆ,,,,,,,,,
,Berm,ಸಜ್ಜಾ,,,,,,,,,
,Berm stake,"ಅಗಳು, ಅಂಚುಗೂಟ",,,,,,,,,
,Berth,ಗೊತ್ತು ಮಾಡಿದ ಸ್ಥಳ,,,,,,,,,
,Bevel,ಲಂಬಕ್ಷೇತ್ರವನ್ನು ಮೊಟಕುಮಾಡು,,,,,,,,,
,Bevelle joint,ಬೀವಲ್ ಜೋಡಣೆ,,,,,,,,,
,Bib cock,ಗಲ್ಲಪಟ್ಟಿ ಬಿರುಡೆ,,,,,,,,,
,Big dams,ದೊಡ್ಡ ಅಣೆಕಟ್ಟೆಗಳು,,,,,,,,,
,Biological treatment,ಜೈವಿಕ ಉಪಚರಣೆ,,,,,,,,,
,Bipolar,ದ್ವಿಧ್ರುವ,,,,,,,,,
,Bit,"ಬೈರಿಗೆಯ ಅಲಗು ತುದಿ, ಮೂತಿ",,,,,,,,,
,Bitumen,"ಕಪ್ಪುಬಣ್ಣದ ಒಂದು ಖನಿಜ, ಬಿಟುಮೆನ್, ಟಾರು, ಡಾಂಬರು",,,,,,,,,
,Bituminous surface,ಬಿಟುಮುನ್ಯುಕ್ತ ಮೇಲ್ಮೈ,,,,,,,,,
,Blade,"ಅಲಗು, ಕತ್ತಿ, ಕತ್ತರಿಸುವ ಪಟ್ಟಿ",,,,,,,,,
,Blade harrow,ಅಲಗು ಕುಂಟೆ,,,,,,,,,
,"Blade, hack saw",ಗರಗಸದ ಅಲುಗು,,,,,,,,,
,Blanketing,ಹೊದಿಸುವುದು,,,,,,,,,
,Blast pipe,ಸಿಡಿಯುವ ನಳಿಕೆ / ಕೊಳವೆ,,,,,,,,,
,Blasting,ಸಿಡಿತ,,,,,,,,,
,Blasting cap,ಸಿಡಿಯುವ ಮುಚ್ಚಳ,,,,,,,,,
,Blind hole,ಕುರುಡು ರಂಧ್ರ,,,,,,,,,
,Blind pipe,ಕುರುಡು ನಳಿಕೆ,,,,,,,,,
,Block,"ತುಂಡು, ದಿಮ್ಮಿ ತಡೆಗಟ್ಟು",,,,,,,,,
,Block instrument,ತಡೆಗಟ್ಟುವ ಉಪಕರಣ,,,,,,,,,
,Block maintainer,ಸಂಕೀರ್ಣ ನಿರ್ವಾಹಕ,,,,,,,,,
,Block section,"ಸಂಕೀರ್ಣ ಪದರ, ತುಂಡಿನ ಪದರ",,,,,,,,,
,Block system,ತುಂಡು / ತುಕಡಿ ವ್ಯವಸ್ಥೆ,,,,,,,,,
,Blocky structure,ತುಂಡು ರಚನೆ,,,,,,,,,
,Blow lamp,ಗಾಳಿ ಅಥವಾ ಅನಿಲದಿಂದ ಉರಿಯುವ ದೀಪ,,,,,,,,,
,Blower,ಗಾಳಿಬೀಸುವ ಯಂತ್ರ,,,,,,,,,
,"Blower, hand operated","ಕೈಚಾಲಿತ ತಿದಿ,ಹಸ್ತ ಚಾಲಿತ ಗಾಳಿಯಂತ್ರ",,,,,,,,,
,Blunt trailing edge,ಮೊಂಡಾದ ಹಿಂಬಾಲ ಅಂಚು,,,,,,,,,
,Body building,ದೇಹ ರಚನೆ / ನಿರ್ಮಾಣ,,,,,,,,,
,Bog soil,ಹೂಳು / ಉಸುಬು ಮಣ್ಣು,,,,,,,,,
,Bogie carrier wheel,ಬೋಗಿ / ಗಾಡಿಯ ವಾಹಕ ಚಕ್ರ,,,,,,,,,
,Bogie frame,ಬೋಗಿ / ಗಾಡಿಯ ಹಂದರ / ಚೌಕಟ್ಟು,,,,,,,,,
,Boiler,"ಕುದಿಪಾತ್ರೆ / ಬಾಯ್ಲರ್, ಹಬೆ ಉತ್ಪಾದಕ",,,,,,,,,
,Boiler inspection,ಕುದಿಪಾತ್ರೆ / ಬಾಯ್ಲರ್ ಪರೀವೀಕ್ಷಣೆ,,,,,,,,,
,Boiler maker,ಕುದಿಪಾತ್ರೆ / ಬಾಯ್ಲರ್ ತಯಾರಿಸುವವರು,,,,,,,,,
,boiler pressure,ಕುದಿಪಾತ್ರೆ / ಬಾಯ್ಲರ್ ಒತ್ತಡ,,,,,,,,,
,Boiler pressure gauge,ಕುದಿಪಾತ್ರೆ / ಬಾಯ್ಲರ್ ಒತ್ತಡ ಮಾಪಕ,,,,,,,,,
,Boiler tube,ಕುದಿಪಾತ್ರೆ / ಬಾಯ್ಲರ್ ನಳಿಕೆ,,,,,,,,,
,Boiling condition,ಕುದಿಯುವ ಸ್ಥಿತಿ,,,,,,,,,
,Bolt,"ಅಗುಳಿ, ಗುಬ್ಬಿಮೊಳೆ",,,,,,,,,
,Bolt & nut,ಬೋಲ್ಟ್ ಮತ್ತು ನಟ್ಟು,,,,,,,,,
,"Bolt, hook","ಕೊಕ್ಕೆ ಅಗುಳಿ, ಬೋಲ್ಟ್ ಕೊಂಡಿ",,,,,,,,,
,"Bolt,tower",ಟವರ್ ಬೋಲ್ಟ್,,,,,,,,,
,Bond clay,ಬಂಧಕ ಜೇಡಿ,,,,,,,,,
,Bonus system,ಬೊನಸ್ ವ್ಯವಸ್ಥೆ,,,,,,,,,
,Book rate,ಪುಸ್ತಕ ದರ / ಬೆಲೆ,,,,,,,,,
,Booster,ವರ್ಧಕ ವಿದ್ಯುದ್ಬಲ,,,,,,,,,
,Border irrigation,ಅಂಚು ನೀರಾವರಿ,,,,,,,,,
,Border ridge,ಅಂಚು ದಿಂಡು,,,,,,,,,
,Border strip,ಅಂಚು ಪಟ್ಟಿ,,,,,,,,,
,Bore well,ಕೊಳವೆ ಬಾವಿ,,,,,,,,,
,Borehole,ಕೊರೆರಂಧ್ರ,,,,,,,,,
,Borehole pump,ಕೊರೆರಂಧ್ರ ಪಂಪ್,,,,,,,,,
,Boring,ಪ್ರವೇಧನ / ಕೊರೆತ,,,,,,,,,
,Boring pipe,ಕೊರೆವ ನಳಿಕೆ,,,,,,,,,
,Bottom plow,ಕುಳ,,,,,,,,,
,Bottom tank,ಆಧಾರ ತೊಟ್ಟಿ,,,,,,,,,
,Bottom width,ತಳ ಅಗಲ,,,,,,,,,
,Bottom-up plan,ಪ್ರಾದೇಶಿಕ ಘಟಕಗಳಿಂದ ಕೇಂದ್ರಕ್ಕೆ ಯೋಜನೆ,,,,,,,,,
,Boulder,ಕಲ್ಲು ಗುಂಡು,,,,,,,,,
,Boulder waste weir,ಕಲ್ಲು ಹೊಳೆಗಟ್ಟಿ,,,,,,,,,
,Boulder well,ಕಲ್ಲು ಕಟ್ಟಡದ ಬಾವಿ,,,,,,,,,
,Boundary,ಎಲ್ಲೆ,,,,,,,,,
,Boundary line,ಸೀಮಾ ರೇಖೆ,,,,,,,,,
,Boundary neutral force,"ಸೀಮಾಂತ ಉದಾಸೀನ ಬಲ, ಸೀಮಾಂತ ತಟಸ್ಥ ಬಲ",,,,,,,,,
,Boundary of cylindrical shape,ವರ್ತುಲ ಸ್ತಂಭಾಕೃತಿಯ ಅಂಚು,,,,,,,,,
,Boundary point,ಸೀಮಾಂತ ಬಿಂದು,,,,,,,,,
,Boundary sublayer,ಸೀಮಾ ಉಪಪದರ,,,,,,,,,
,Box sextant,ಷಷ್ಟಕ ಪೆಟ್ಟಿಗೆ,,,,,,,,,
,Boxing(of ballast),ನಿಲುಭಾರ ಜೋಡಿಸುವುದು / ಹೊಂದಿಸುವುದು,,,,,,,,,
,Bracket,"ಆವರಣ, ಬ್ರಾಕೆಟ್, ಹಿಡಿಪಟ್ಟಿ / ಹಿಡಿದಂಡ",,,,,,,,,
,Braid,"ಅಂಚುಕಟ್ಟು ಹೆಣೆದ ದಾರ, ಜಡೆ",,,,,,,,,
,Brake,ಆರೋಧ / ನಿಲುಗಡೆ / ತಡೆ,,,,,,,,,
,"Brake, hand",ಕೈ ತಡೆ,,,,,,,,,
,Braking distance,ನಿಲುಗಡೆಯ ದೂರ,,,,,,,,,
,Branch,"ಶಾಖೆ, ವಿಭಾಗ, ಕವಲು",,,,,,,,,
,Branch channel,ಕವಲು ಕಾಲುವೆ,,,,,,,,,
,Branch connection,ಕವಲು ಸಂಪರ್ಕ,,,,,,,,,
,Branch line,ಕವಲು ಸಾಲು,,,,,,,,,
,Brass collar,ಹಿತ್ತಾಳೆಯ ಸುತ್ತುಪಟ್ಟಿ,,,,,,,,,
,Brass scrap,ಹಿತ್ತಾಳೆಯ ಚೂರುಪಾರು,,,,,,,,,
,Bravimetric factor,ಗುರುತ್ವಮಾನ ಅಂಶ,,,,,,,,,
,Braze,ಹಿತ್ತಾಳೆಯ ಬಣ್ಣ ಕೊಡು,,,,,,,,,
,Brazing,"ಹಿತ್ತಾಳೆ ಬೆಸುಗ, ಬ್ರೇಸಿಂಗ್",,,,,,,,,
,Breach,ಒಡಕು,,,,,,,,,
,Break,"ಮುರಿ, ಹೋಳಾಗು, ಒಡೆದು ಹೋಗು",,,,,,,,,
,Break down test,ವಿಘಟನ ಪರೀಕ್ಷೆ,,,,,,,,,
,Break out point,ವಿಘಟನ ಬಿಂದು,,,,,,,,,
,Break water,ತಡೆ ನೀರು,,,,,,,,,
,Breakdown,"ನಿಂತುಹೋಗು, ಕೆಟ್ಟು ಹೋಗು",,,,,,,,,
,Breakdown stress,"ಒಡೆಯುವ ಒತ್ತಡ, ವಿಘಟನ ಒತ್ತಡ",,,,,,,,,
,Breast bar,ಎದೆಪಟ್ಟಿ / ಸರಳು,,,,,,,,,
,Breast board,ಎದೆಹಲಗೆ / ಫಲಕ,,,,,,,,,
,Breast wall,ತಡೆಗೋಡೆ,,,,,,,,,
,Breast wheel,ನೀರು ಸುತ್ತಿನ ಚಕ್ರ,,,,,,,,,
,Brick lining,ಇಟ್ಟಿಗೆಯ ಒಳಪದರ,,,,,,,,,
,Bricl layer,ಇಟ್ಟಿಗೆ ಪದರ,,,,,,,,,
,Bridge,ಸೇತುವೆ,,,,,,,,,
,Bridge deck,ಆಟ್ಟದ ಸೇತುವೆ,,,,,,,,,
,Bridge road under,ಸೇತುವೆಯ ಕೆಳಗಿನ ರಸ್ತೆ,,,,,,,,,
,"Bridge, footover",ಕಾಲು ಸೇತುವೆ,,,,,,,,,
,"Bridge, girder",ತೊಲೆ ಸೇತುವೆ,,,,,,,,,
,"Bridge, minor",ಕಿರಿಯ ಸೇತುವೆ,,,,,,,,,
,"Bridge,arch",ಕಮಾನು ಸೇತುವೆ,,,,,,,,,
,"Bridge,major",ಪ್ರಮುಖ ಸೇತುವೆ,,,,,,,,,
,"Bridge,pile",ದೂಲ ಸೇತುವೆ,,,,,,,,,
,"Bridge,roadover",ಸೇತುವೆಯ ಮೇಲಿನ ರಸ್ತೆ,,,,,,,,,
,"Bridge,sleeper",ತೊಲೆ / ದಿಮ್ಮಿ ಸೇತುವೆ,,,,,,,,,
,"Bridge,suspension",ತೂಗು ಸೇತುವೆ,,,,,,,,,
,Bridging the gap,ತೆರಪು ಮುಚ್ಚುವುದು,,,,,,,,,
,Brine,ಉಪ್ಪುನೀರು,,,,,,,,,
,Brittle,ಪೆಡಸು,,,,,,,,,
,Broken area,ವಿಚ್ಚಿನ್ನ ಪ್ರದೇಶ,,,,,,,,,
,Broken edge,ವಿಚ್ಚಿನ್ನ ಅಂಚು,,,,,,,,,
,Broomed head,ಕರ್ಚಿತ ಶೀರ್ಷ,,,,,,,,,
,Bubble tube,"ತಾಳುಮಟ್ಟ, ರಸಮಟ್ಟ",,,,,,,,,
,Bucket,ಬಕೀಟು,,,,,,,,,
,Bucket wheel,(ನೀರೆತ್ತುವ) ಬಕೀಟು ಚಕ್ರ,,,,,,,,,
,Buffer,"ಕಾಪು ತಡೆ, ಉಭಯ ಪ್ರತಿರೋಧಕ",,,,,,,,,
,Buffer capacity,ತಡೆಯುವ ಸಾಮರ್ಥ್ಯ,,,,,,,,,
,Buffer stop,ಪ್ರತಿರೋಧಕ ನಿಲುಗಡೆ,,,,,,,,,
,Building code specification,"ಕಟ್ಟಡ ನಿರ್ಮಾಣ ಸಂಹಿತ ವಿನಿರ್ದೇಶ, ಕಟ್ಟಡ ನಿರ್ಮಾಣ ನಿಯಮ ವಿಶೇಷಣ",,,,,,,,,
,Building renovation,ಕಟ್ಟಡ ನವೀಕರಣ,,,,,,,,,
,Building settlement,ಕಟ್ಟಡ ವಸಾಹತು,,,,,,,,,
,Builtup area,ನಿರ್ಮಿತ ಪ್ರದೇಶ,,,,,,,,,
,Bulging,ಉಬ್ಬಿರುವ,,,,,,,,,
,Bulk density,ಸ್ಥೂಲ ಸಾಂದ್ರತೆ,,,,,,,,,
,Bumper,ಎಗರು(ಉಜ್ಜು) ತಡೆ,,,,,,,,,
,Bund,ಒಡ್ಡು,,,,,,,,,
,"Bund, subsidiary",ಉಪ ಒಡ್ಡು / ಏರಿ,,,,,,,,,
,"Bund,guide",ಮಾರ್ಗದರ್ಶಿ ಒಡ್ಡು,,,,,,,,,
,Bunk,ಪೆಟ್ಟಿಗೆ ಮೊದಲಾದುವುಗಳ ಮೇಲಿನ ಇರುಕಲು ಜಾಗ,,,,,,,,,
,Buoy,ತೇಲುಬುರುಡೆ,,,,,,,,,
,Buoyant weight,ತೇಲುವ ಭಾರ / ತೂಕ ಸ್ಥಿತಿಸ್ಥಾಪಕ ಭಾರ (ತೂಕ),,,,,,,,,
,Burke arrester,ಹೊರಬೀಳದಂತೆ ಅಡಗಿಸಲು ತಡೆ,,,,,,,,,
,Burner,ಜ್ವಾಲಕ,,,,,,,,,
,Burr stone,ಸಾಣೆಯ ಕಲ್ಲು,,,,,,,,,
,Burrow pit,"ತಗ್ಗು, ಕುಳಿ",,,,,,,,,
,Bursting pressure,ಸಿಡಿಯುವ ಒತ್ತಡ,,,,,,,,,
,Bushing,"ತೂತುಬೆಣೆ, ಬುಶಿಂಗ್, ತುದಿಗಳನ್ನು ವೆಲ್ಡ್ ಮಾಡುವುದು",,,,,,,,,
,Butt weld,ತುದಿಗಳನ್ನು ಜೋಡಿಸಿ ಬೆಸೆಯುವುದು,,,,,,,,,
,Butteris,ಗೊರಸು ಕತ್ತಿ,,,,,,,,,
,Buzzer,ಸೂಚನಾ ಗಂಟೆ,,,,,,,,,
,Bypass canal,ಉಪಕಾಲುವೆ,,,,,,,,,
,Cable,"ತಂತಿ ಹೊರಜಿ, ಕೇಬಲ್",,,,,,,,,
,Cable joint,"ಹೊರಜಿ ಸಂಧಿ, ಕೇಬಲ್ ಸಂಧಿ",,,,,,,,,
,Caisson,ಮದ್ದು ಗುಂಡಿನ ಪೆಟ್ಟಿಗೆ / ಬಂಡಿ,,,,,,,,,
,Calibrate,ನಿಷ್ಕ್ರಷ್ಟಾಂಕ ನಿರ್ಣಯ,,,,,,,,,
,Calibration,ದೋಷ ನಿರ್ಣಯ,,,,,,,,,
,Calibration mark,ನಿರ್ಣಯ ರೇಖೆ,,,,,,,,,
,Calling on signal,ಆಹ್ವಾನ ಸಂಕೇತ,,,,,,,,,
,Callipers,"ಕ್ಯಾಲಿಪರ್ಸ, ವ್ಯಾಸಮಾಪಕ",,,,,,,,,
,Calorimeter,ಉಷ್ಣಮಾಪಕ,,,,,,,,,
,Cam,ಕ್ಯಾಮ್,,,,,,,,,
,Canal,"ನಾಲೆ, ಕಾಲುವೆ",,,,,,,,,
,Canal escape,"ತೆರಪು ಕೊಳವೆ, ಕವಾಟ",,,,,,,,,
,Canal fall or drop,ನಾಲೆಯಿಂದ ಹನಿಹನಿಯಾಗಿ ನೀರು ಸೋರುವಿಕೆ,,,,,,,,,
,Canal land width,ನಾಲಾ ಪ್ರದೇಶ ವಿಸ್ತಾರ,,,,,,,,,
,Canal structures,ಎಲ್ಲ ಋತುಗಳಲ್ಲಿಯೂ ಹರಿಯುವ ನಾಲೆ ವರ್ಷಾದ್ಯಂತ ನೀರು ಹರಿಯುವ ನಾಲೆ,,,,,,,,,
,Canal system,ನಾಲೆ / ಕಾಲುವೆ ಸಂರಚನೆಗಳು,,,,,,,,,
,"Canal, inundation",ನಾಲಾಪ್ರವಾಹ,,,,,,,,,
,"Canal, irrigation",ನಾಲೆಯ ನೀರಾವರಿ,,,,,,,,,
,"Canal, non-perennial",ವರ್ಷಪೂರ್ತಿ ನೀರು ಹರಿಯದ ಕಾಲುವೆ,,,,,,,,,
,"Canal,intermittent",ನಡುಗಾಲುವೆ,,,,,,,,,
,Canal system,ಕಾಲುವೆ ಪದ್ಧತಿ,,,,,,,,,
,"Canal, weir controlled","ಖೋಡಿ ನಿಯಂತ್ರಿತ ನಾಲೆ(ಕೋಡಿ), ಒಡ್ಡು ನಿಯಂತ್ರಿತ ನಾಲೆ",,,,,,,,,
,Cant,"ಓರೆ ನಿಲುವು, ಮೂಲೆ ತಿರುವು",,,,,,,,,
,Cant block,ಬಾಹ್ಯೋತ್ಥಾನ ಇಳಿಜಾರು ತುಂಡು,,,,,,,,,
,Cant board,ಇಳಿಜಾರು ಹಲಗೆ,,,,,,,,,
,Cant deficiency,ಬಾಹ್ಯೋತ್ಥಾನ ನ್ಯೂನತಿ,,,,,,,,,
,"Cant, equilibrium",ಸಮತೋಲನ ಬಾಹ್ಯೋತ್ಥಾನ,,,,,,,,,
,Canyon,"ಕಂದಕ, ಹಳ್ಳ",,,,,,,,,
,Cap,"ಟೋಪಿ, ಕವಚ",,,,,,,,,
,Cap screw,ಮುಚ್ಚಳ ತಿರುಪು,,,,,,,,,
,Capacity,"ಸಂಚಯನ ಶಕ್ತಿ, ಸಾಮರ್ಥ್ಯ, ಧಾರಣ ಶಕ್ತಿ",,,,,,,,,
,Capacity curve,ಧಾರಣ ಶಕ್ತಿಯ ವಕ್ರರೇಖೆ,,,,,,,,,
,Capacity factor,ಧಾರಣ ಅಪವರ್ತನ,,,,,,,,,
,Capacity of a well,ಒಂದು ಬಾವಿಯ ಧಾರಣ ಶಕ್ತಿ,,,,,,,,,
,"Capacity, flood absorption",ಪ್ರವಾಹ ಹೀರಿಕೆಯ ಧಾರಣ ಶಕ್ತಿ,,,,,,,,,
,Capillarity permeability test,ಲೋಮನಾಳ ಪಾರಗಮ್ಮತ ಪರೀಕ್ಷೆ,,,,,,,,,
,Capillary,ಲೋಮನಾಳಕರ್ಷಣ,,,,,,,,,
,Capillary break,ಲೋಮನಾಳಾಕರ್ಷಣ ವಿಚ್ಛೇದ,,,,,,,,,
,Capillary energy,ಲೋಮನಾಳ ಶಕ್ತಿ,,,,,,,,,
,Capillary flow,ಲೋಮನಾಳ ಪ್ರವಾಹ,,,,,,,,,
,Capillary flow analogy,"ಲೋಮನಾಳ ಪ್ರವಾಹ ಅನುರೂಪ, ಅನುರೂಪತಾ ಮಾದರಿ",,,,,,,,,
,Capillary flow analogy model,ಲೋಮನಾಳ ಪ್ರವಾಹ,,,,,,,,,
,Capillary force,ಲೋಮನಾಳಾಕರ್ಷಣ ಬಲ,,,,,,,,,
,Capillary fringe,ಲೋಮನಾಳ ಅಂಚು,,,,,,,,,
,Capillary head,ಲೋಮನಾಳ ಶೀರ್ಷ,,,,,,,,,
,Capillary movement,ಲೋಮನಾಳ ಚಲನೆ,,,,,,,,,
,Capillary pore,"ಲೋಮನಾಳ ರಂಧ್ರ, ಸೂಕ್ಷ್ಮ ನಾಳದ",,,,,,,,,
,Capillary pressure,ಲೋಮನಾಳ ಒತ್ತಡ,,,,,,,,,
,Capillary rise,ಲೋಮನಾಳ ಏರುವಿಕೆ,,,,,,,,,
,Capillary saturation zone,"ಲೋಮನಾಳ ಸಂತೃಪ್ತಿವಲಯ,ಲೋಮನಾಳ ಸಂತೃಪ್ತಿ ಕ್ಷೇತ್ರ",,,,,,,,,
,Capillary tension,ಲೋಮನಾಳ ಎಳೆತ,,,,,,,,,
,"Capillary test, vertical",ಲಂಬ ಲೋಮನಾಳ ಪರೀಕ್ಷೆ,,,,,,,,,
,Capillary tube,"ಸೂಕ್ಷ್ಮ ನಳಿಕೆ, ಲೋಮನಾಳ ನಳಿಕೆ",,,,,,,,,
,Capillary water,ಲೋಮನಾಳ ಜಲ,,,,,,,,,
,Capstan,"ಕ್ಯಾಪ್ಸ್ಟಾನ್, ಸ್ಥಂಭ ರಾಟೆ",,,,,,,,,
,Capstan beaded screw,ಕ್ಯಾಪ್ಸ್ಟನ್ ಶೀರ್ಷ ತಿರುಪು,,,,,,,,,
,Carbon brush,"ಕಾರ್ಬನ್ ಕುಂಚಿಗೆ, ಇಂಗಾಲ ಕೂರ್ಚು, ಇಂಗಾಲ ಕೂರ್ಚಿಗೆ",,,,,,,,,
,Carbonise,"ಕಾರ್ಬನೀಕರಣ, ಇಂಗಾಲೀಕರಿಸು",,,,,,,,,
,Carbureter,"ಕಾರ್ಬರೇಟರ್, ವಾಯು-ಇಂಧನ ಸಂಯೋಗಾಕರಕ",,,,,,,,,
,Carburetion system,"ಕಾರ್ಬುರಿಷನ್ ಪದ್ಧತಿ, ವಾಯು-ಇಂಧನ ಮಿಶ್ರಣ ಪದ್ಧತಿ",,,,,,,,,
,Carburetor,"ಕಾರ್ಬರೇಟರ್, ವಾಯು-ಇಂಧನ ಸಂಯೋಗಾಕರಕ",,,,,,,,,
,Carburetter,"ಕಾರ್ಬರೇಟರ್, ವಾಯು-ಇಂಧನ ಸಂಯೋಗಾಕರಕ",,,,,,,,,
,Carburettor,"ಕಾರ್ಬರೇಟರ್, ವಾಯು-ಇಂಧನ ಸಂಯೋಗಾಕರಕ",,,,,,,,,
,Carpenter's level,ಬಡಗಿಯ ಮಟ್ಟಸ,,,,,,,,,
,Carriage & wagon workshop,"ಸವಾರಿ ಮತ್ತು ಸಾಮಾನು, ವಾಹನ ಕಾರ್ಯಶಾಲೆ",,,,,,,,,
,Carrier,ವಾಹಕ,,,,,,,,,
,Carryover storage,ಮುನ್ನಡೆಯ ಸಂಗ್ರಹ,,,,,,,,,
