ಕನ್ನಡ ಪದ (Kannada Word),ಇಂಗ್ಲೀಷ್ ಪದ (English Word),ಕನ್ನಡ ಅರ್ಥ (Kannada Meaning),ಪರ್ಯಾಯ ಪದ (Synonyms),ವಿಷಯ ವರ್ಗೀಕರಣ (Subject),ವ್ಯಾಕರಣ ವಿಶೇಷ (Grammer),ಇಲಾಖೆ (Department),ಕನ್ನಡ ಉಚ್ಚಾರಣೆ (Kannada Pronunciation),ಇಂಗ್ಲೀಷ್ ಅರ್ಥ (English Meaning),ಸಂಕ್ಷಿಪ್ತ ವಿವರಣೆ (Short Description),ದೀರ್ಘ ವಿವರಣೆ (Long Description),ಆಡಳಿತಾತ್ಮಕ ಪದ (Administrative Word)
,Industrial undertaking,ಕೈಗಾರಿಕಾ ಉದ್ಯಮ,,,,,,,,,
,Industry,ಕೈಗಾರಿಕೆ; ಉದ್ಯಮ,,,,,,,,,
,Industry generation power,ಕೈಗಾರಿಕಾ ಉತ್ಪಾದಕಶಕ್ತಿ,,,,,,,,,
,Inflame,ಕೆರಳಿಸು; ಉದ್ರೇಕಿಸು,,,,,,,,,
,Inflammatory,ಕೆರಳಿಸುವ; ಉದ್ರೇಕಿಸುವ,,,,,,,,,
,Inflated membership,ಕೃತಕವಾಗಿ ಹೆಚ್ಚಿಸಿದ ಸದಸ್ಯತ್ವ,,,,,,,,,
,Inflation,1. ಉಬ್ಬರ; ಅತಿಪ್ರಸರಣ 2. ಹಣದುಬ್ಬರ,,,,,,,,,
,Information,ಮಾಹಿತಿ; ವಾರ್ತೆ; ಸುದ್ದಿ; ಸಮಾಚಾರ,,,,,,,,,
,Infringement,ಉಲ್ಲಂಘಿಸುವುದು; ಮುರಿಯುವುದು; ಮೀರುವುದು,,,,,,,,,
,Initial pay,ಪ್ರಾರಂಭಿಕ ವೇತನ,,,,,,,,,
,Injury,1. ಹಾನಿ; ಕೇಡು 2. ನೋವು 3. ಗಾಯ,,,,,,,,,
,Inperson,ಸ್ವತಃ ಖುದ್ದಾಗಿ,,,,,,,,,
,Inpursuance of,ಅದರ ಅನುಸರಣೆಯಲ್ಲಿ,,,,,,,,,
,Inquire,ವಿಚಾರಣೆಮಾಡು,,,,,,,,,
,Insert,ಒಳಸೇರಿಸು,,,,,,,,,
,Insolvent,ದಿವಾಳಿ,,,,,,,,,
,Inspecting officer,ಪರಿಶೀಲನಾಧಿಕಾರಿ,,,,,,,,,
,Inspecting staff,ಪರಿಶೀಲನ ಸಿಬ್ಬಂದಿವರ್ಗ,,,,,,,,,
,Inspection,ತಪಾಸಣೆ; ನಿರೀಕ್ಷಣೆ; ಪರಿವೀಕ್ಷಣೆ; ಪರಿಶೀಲನೆ,,,,,,,,,
,Inspection book,ಪರಿಶೀಲನ ಪುಸ್ತಕ,,,,,,,,,
,Inspector,ಇನ್ಸ್‌ ಪೆಕ್ಟರ್‌; ತಪಾಸಕ; ನಿರೀಕ್ಷಕ; ಪರಿವೀಕ್ಷಕ; ಪರಿಶೀಲಕ,,,,,,,,,
,Instantaneous,ತತ್‌ಕ್ಷಣದ,,,,,,,,,
,Instantaneous action,ತತ್‌ಕ್ಷಣದ ಕ್ರಮ,,,,,,,,,
,Instigation,ಪ್ರಚೋದನೆ; ಚಿತಾವಣೆ,,,,,,,,,
,Institution,1. ಸಂಸ್ಥೆ; ಸಂಘ 2. (ವಿಚಾರಣೆ) ಹೂಡುವಿಕೆ,,,,,,,,,
,Institution of conciliation,ಸಂಧಾನ ವ್ಯವಹರಣೆಗಳ ಹೂಡುವಿಕೆ,,,,,,,,,
,Insurance,ವಿಮೆ,,,,,,,,,
,Insurance commission,ವಿಮಾದಳ್ಳಾಳಿ,,,,,,,,,
,Insurance company,ವಿಮಾಕಂಪನಿ,,,,,,,,,
,Insurance fund,ವಿಮಾನಿಧಿ,,,,,,,,,
,Insurance medical officer,ವಿಮಾ ವೈದ್ಯಾಧಿಕಾರಿ,,,,,,,,,
,Insurance policy,ವಿಮಾ ಪಾಲಿಸಿ,,,,,,,,,
,Insurance premium,ವಿಮಾ ಕಂತು,,,,,,,,,
,Insurance regulations 1950,ವಿಮಾ ವಿನಿಯಮ 1950,,,,,,,,,
,Insurance scheme,ವಿಮಾ ಯೋಜನೆ,,,,,,,,,
,Inter alia,ಇತರ ವಿಷಯಗಳ ಜೊತೆಗೆ,,,,,,,,,
,Inter state migrant workmen (regulation of employment and condition of service) act 1979,ಅಂತರ ರಾಜ್ಯ ವಲಸೆ ಕೆಲಸಗಾರರ (ಉದ್ಯೋಗ ವಿನಿಮಯ ಮತ್ತು ಸೇವಾ ಷರತ್ತುಗಳ) ಅಧಿನಿಯಮ 1979,,,,,,,,,
,Interfere,ಹಸ್ತಕ್ಷೇಪ ಮಾಡು; ನಡುವೆ ಕೈ ಹಾಕು; ಮಧ್ಯೆಬರು,,,,,,,,,
,Interim,ಮಧ್ಯಕಾಲೀನ,,,,,,,,,
,International labour organisation (I L O),ಅಂತರರಾಷ್ಟ್ರೀಯ ಕಾರ್ಮಿಕ ಸಂಸ್ಥೆ,,,,,,,,,
,Interphalangeal joint,(ಕೈ ಯಾ ಕಾಲು) ಬೆರಳೆಲುಬಿನ ಒಳಗಂಟು,,,,,,,,,
,Interpretation,1. ಅರ್ಥವಿವರಣೆ; ವ್ಯಾಖ್ಯಾನ 2. ಭಾಷಾಂತರ,,,,,,,,,
,Interrogation,ಪ್ರಶ್ನೆಕೇಳುವುದು; ಪರಿಪ್ರಶ್ನಿಸುವುದು,,,,,,,,,
,Interrupted industrial relation,ಅಡ್ಡಿಯುಂಟಾದ ಕೈಗಾರಿಕಾ ಬಾಂಧವ್ಯ,,,,,,,,,
,Inter-union code of conduct,ಅ೦ತರ್‌ ಯೂನಿಯನ್‌ ಸದಾಚಾರ ಸಂಹಿತೆ,,,,,,,,,
,Interval,ವಿರಾಮ; ಬಿಡುವು; ಮದ್ಯಂತರ,,,,,,,,,
,Intervening period,ಮಧ್ಯೆಬರುವ ಅವಧಿ,,,,,,,,,
,Intricate manner,ಜಟಿಲರೀತಿ,,,,,,,,,
,Invalid,"1. ಅಮಾನ್ಯ; ಅಸಿಂಧು 2. ಅಶಕ್ತ; ದುರ್ಬಲ ,",,,,,,,,,
,Investigation,1. ತನಿಖೆ 2. ಪರಿಶೋಧನೆ; ಅನ್ವೇಷಣೆ,,,,,,,,,
,Investigation and settlement,ತನಿಖೆ ಮತ್ತು ಇತ್ಯರ್ಥ,,,,,,,,,
,Investment,1. ಹೂಡಿಕೆ; ತೊಡಗಿಸುವಿಕೆ 2. ಬಂಡವಾಳ,,,,,,,,,
,Investment allowance,ಹೂಡಿಕೆ ಭತ್ಯ,,,,,,,,,
,Investment of money,ಹಣ ಹೂಡಿಕೆ / ತೊಡಗಿಸುವಿಕೆ,,,,,,,,,
,Invitation to tender,ಟೆಂಡರ್‌ ಕೋರಿಕೆ,,,,,,,,,
,Invoice,ಇನ್ ವಾಯಿಸ್‌; ಖರೀದಿಪಟ್ಟ ಬೆಲೆಪಟ್ಟ,,,,,,,,,
,Involve,1. ಸಿಕ್ಕಿಸು 2. ಒಳಗೊಳ್ಳು,,,,,,,,,
,Inward clerk,ಸ್ವೀಕೃತಿ / ಆವಕ ಗುಮಾಸ್ತ,,,,,,,,,
,Iron mines,ಕಬ್ಬಿಣಗಣಿಗಳು,,,,,,,,,
,Irregularity in accounts,ಲೆಕ್ಕಪತ್ರಗಳಲ್ಲಿ ಅಕ್ರಮ,,,,,,,,,
,Issue,1. ಹೊರಡಿಸು 2. ನೀಡು; ಕೊಡು 3. ನೀಡಿಕೆ 4. ವಿಷಯ; ವಿವಾದಾಂಶ 5. ಸಂತಾನ 6. ಸಂಚಿಕೆ,,,,,,,,,
,Issue of duplicate certificate,ನಕಲು ಪ್ರಮಾಣಪತ್ರ ನೀಡಿಕೆ,,,,,,,,,
,Issue register,ಇಶ್ಯೂ ರಿಜಿಸ್ಟರ್‌; ನೀಡಿಕೆ ವಹಿ,,,,,,,,,
,Item,ವಿಷಯ; ಅಂಶ; ಬಾಬು,,,,,,,,,
,Joining time,ಸೇರಿಕೆ ಕಾಲ; ಸೇರಿಕೊಳ್ಳುವ ಅವಧಿ,,,,,,,,,
,Joint consultation,ಜಂಟಿ ಸಮಾಲೋಚನೆ,,,,,,,,,
,Joint consultative committee,ಜಂಟಿ ಸಮಾಲೋಚನಾ ಸಮಿತಿ,,,,,,,,,
,Joint labour commissioner,ಜಂಟಿ ಕಾರ್ಮಿಕ ಆಯುಕ್ತ,,,,,,,,,
,Jointly and severally,ಜಂಟಿಯಾಗಿ ಮತ್ತು ಪ್ರತ್ಯೇಕವಾಗಿ,,,,,,,,,
,Judgement,ತೀರ್ಪು,,,,,,,,,
,Judicial enquiry,ನ್ಯಾಯಾಂಗ ವಿಚಾರಣೆ,,,,,,,,,
,Judicial office,ನ್ಯಾಯಾಂಗ ಅಧಿಕಾರಿ,,,,,,,,,
,Judicial proceedings,ನ್ಯಾಯಾಂಗ ವ್ಯವಹರಣೆ,,,,,,,,,
,Jurisdiction act 1965,ಅಧಿಕಾರವ್ಯಾಪ್ತಿ,,,,,,,,,
,Karnataka Industrial Establishments (national and festivals holidays) Act 1963,ಕರ್ನಾಟಕ ಕೈಗಾರಿಕಾ ಉದ್ಯಮ (ರಾಷ್ಟ್ರೀಯ ಮತ್ತು ಹಬ್ಬದ ರಜಾದಿನಗಳು) ಅಧಿನಿಯಮ 1963,,,,,,,,,
,Karnataka Labour Journal,ಕರ್ನಾಟಕ ಕಾರ್ಮಿಕ ಪತ್ರಿಕೆ,,,,,,,,,
,Karnataka labour welfare fund,ಕರ್ನಾಟಕ ಕಾರ್ಮಿಕ ಕಲ್ಯಾಣನಿಧಿ ಅಧಿನಿಯಮ 1965,,,,,,,,,
,Karnataka Labour Welfare Fund Board,ಕರ್ನಾಟಕ ಕಾರ್ಮಿಕ ಕಲ್ಯಾಣನಿಧಿ ಮಂಡಳಿ,,,,,,,,,
,Karnataka Shops and Commercial Establishment Act 1961,ಕರ್ನಾಟಕ ಅಂಗಡಿ ಮತ್ತು ವಾಣಿಜ್ಯ ಉದ್ದಿಮೆಗಳ ಅಧಿನಿಯಮ 1961,,,,,,,,,
,Labor legislation,ಕಾರ್ಮಿಕ ಶಾಸನ/ಕಾನೂನು ರಚನೆ,,,,,,,,,
,Labour commissioner,ಕಾರ್ಮಿಕ ಆಯುಕ್ತ,,,,,,,,,
,Labour conference,ಕಾರ್ಮಿಕ ಸಮ್ಮೇಳನ,,,,,,,,,
,Labour court,ಕಾರ್ಮಿಕ ನ್ಯಾಯಾಲಯ,,,,,,,,,
,Labour dispute,ಕಾರ್ಮಿಕ ವಿವಾದ,,,,,,,,,
,Labour enactment,ಕಾರ್ಮಿಕ ಅಧಿನಿಯಮನ,,,,,,,,,
,Labour inspector,ಲೇಬರ್ ಇನ್ಸ್ ಪೆಕ್ಟರ್; ಕಾರ್ಮಿಕ ನಿರೀಕ್ಷಕ,,,,,,,,,
,Labour officer,ಕಾರ್ಮಿಕ ಅಧಿಕಾರಿ,,,,,,,,,
,Labour policies,ಕಾರ್ಮಿಕ ನೀತಿಗಳು,,,,,,,,,
,Labour practice,ಕಾರ್ಮಿಕ ನೀತಿಗಳು,,,,,,,,,
,Labour tribunal,ಕಾರ್ಮಿಕ ನ್ಯಾಯಾಧಿಕರಣ,,,,,,,,,
,Labour union,ಕಾರ್ಮಿಕ ಸಂಘ,,,,,,,,,
,Labour welfare,ಕಾರ್ಮಿಕ ಕಲ್ಯಾಣ,,,,,,,,,
,Labour welfare centre,ಕಾರ್ಮಿಕ ಕಲ್ಯಾಣಕೇಂದ್ರ,,,,,,,,,
,Labour welfare fund,ಕಾರ್ಮಿಕ ಕಲ್ಯಾಣ ನಿಧಿ,,,,,,,,,
,Last pay certificate,ಅಂತಿಮ ವೇತನ ಪ್ರಮಾಣಪತ್ರ,,,,,,,,,
,Late attendance,ತಡವಾಗಿ ಹಾಜರಾಗುವುದು,,,,,,,,,
,Late coming,ತಡವಾಗಿ ಬರುವುದು,,,,,,,,,
,Law of contract,ಕರಾರು ಕಾನೂನು,,,,,,,,,
,Law of custom and usage,ರೂಢಿ ಮತ್ತು ಆಚರಣೆ ಕಾನೂನು,,,,,,,,,
,Lawful custody,ಕಾನೂನುಬದ್ಧ ರಕ್ಷಣೆ,,,,,,,,,
,Lawful discharge of duty,ಕರ್ತವ್ಯದ ಕಾನೂನುಬದ್ಧ ನಿರ್ವಹಣೆ,,,,,,,,,
,Lawful excuse,ಕಾನೂನುಬದ್ಧ ನೆವ / ಕಾರಣ,,,,,,,,,
,Lawlessness,ಕಾನೂನುರಾಹಿತ್ಯ; ಅರಾಜಕತೆ,,,,,,,,,
,Lay off,ಹಂಗಾಮಿಯಾಗಿ ಕೆಲಸಗಾರರನ್ನು ವಜಾ ಮಾಡು,,,,,,,,,
,Layout,1. ರೂಪರೇಖೆ 2. ವಿಸ್ತರಣೆ; ಬಡಾವಣೆ,,,,,,,,,
,Leaflet,ಹಸ್ತಪತ್ರಿಕೆ,,,,,,,,,
,Leave benefits,ರಜಾಸೌಲಭ್ಯಗಳು,,,,,,,,,
,Leave book,ರಜಾ ಪುಸ್ತಕ,,,,,,,,,
,Leave card,ರಜಾ ಕಾರ್ಡು,,,,,,,,,
,Leave duty,ರಜೆ ಕೆಲಸ,,,,,,,,,
,Leave reserve,ಮೀಸಲು ರಜೆ,,,,,,,,,
,Leave rules,ರಜಾ ನಿಯಮಗಳು,,,,,,,,,
,Leave salary,ರಜಾ ಸಂಬಳ,,,,,,,,,
,Legal action,ಕಾನೂನು ಕ್ರಮ,,,,,,,,,
,Legal claim,ಕಾನೂನುಬದ್ಧ ಹಕ್ಕುಸಾಧನೆ,,,,,,,,,
,Legal compensation,ಕಾನೂನು ಸಮ್ಮತ ನಷ್ಟ ಪರಿಹಾರ,,,,,,,,,
,Legal cost,ನ್ಯಾಯಾಲಯದ ಖರ್ಚು,,,,,,,,,
,Legal defect,ಕಾನೂನು ದೋಷ,,,,,,,,,
,Legal practitioner,ನ್ಯಾಯವಾದಿ,,,,,,,,,
,Legal proceedings,ಕಾನೂನು ವ್ಯವಹರಣೆಗಳು,,,,,,,,,
,Legitimate claim,ನ್ಯಾಯಸಮ್ಮತ ಹಕ್ಕ,,,,,,,,,
,Letter of guarantee,ಖಾತರಿಪತ್ರ; ಆಶ್ವಾಸನ ಪತ್ರ,,,,,,,,,
,Levy,"ಲೆವಿ; 1, ವಿಧಿಸು; ವಸೂಲುಮಾಡು 2. ವಸೂಲುಮಾಡುವುದು 3. ವಸೂಲುಮಾಡಿದ ಮೊತ್ತ",,,,,,,,,
,Liability,1. ಹೊಣೆ 2. ಬಾಧ್ಯತೆ,,,,,,,,,
,Liable,ಹೊಣೆಯಾದ; ಗುರಿಯಾದ,,,,,,,,,
,Liaison,ಸಂಪರ್ಕ,,,,,,,,,
,Licence,ಲೈಸೆನ್ಸ್‌; 1. ಅನುಮತಿ; ಪರವಾನಗಿ 2. ಅನುಜ್ಞಾಪತ್ರ,,,,,,,,,
,Licencee,ಲೈಸೆನ್ಸ್‌ದಾರ,,,,,,,,,
,Licenser,ಲೈಸೆನ್ಸ್‌ ದಾತ; ಲೈಸನ್ಸ್‌ ಕೊಡುವವ,,,,,,,,,
,Licensing authority,ಲೈಸೆನ್ಸ್‌ ಕೊಡುವ ಅಧಿಕಾರಿ/ಪ್ರಾಧಿಕಾರ,,,,,,,,,
,Licensing of contractors,ಕಂಟ್ರಾಕ್ಟರುಗಳಿಗೆ ಲೈಸೆನ್ಸ್‌ ಕೊಡುವುದು,,,,,,,,,
,Licensing of manufactures,ತಯಾರಕರಿಗೆ ಲೈಸೆನ್ಸ್‌ ಕೊಡುವುದು,,,,,,,,,
,Life assurance benefit,ಜೀವವಿಮಾ ಪ್ರಯೋಜನ,,,,,,,,,
,Life assurance fund account,ಜೀವವಿಮಾನಿಧಿ ಲೆಕ್ಕ,,,,,,,,,
,Lightning strike,ಮಿಂಚಿನ ಮುಷ್ಕರ,,,,,,,,,
,Limitation,1. ಅವಧಿ; ಅವಧಿನಿರ್ಣಯ 2. ಪರಿಮಿತಿ; ನಿರ್ಬಂಧ,,,,,,,,,
,Limitation act,ಕಾಲಪರಿಮಿತಿ ಅಧಿನಿಯಮ,,,,,,,,,
,Limitation of employment,ಉದ್ಯೋಗದ ಪರಿಮಿತಿ,,,,,,,,,
,Limitation of prosecution,ಪ್ರಾಸಿಕ್ಯೂಷನ್ನಿನ ಕಾಲಪರಿಮಿತಿ,,,,,,,,,
,List of business,ಕಾರ್ಯಸೂಚಿ,,,,,,,,,
,Loan,ಸಾಲ; ಕಡ,,,,,,,,,
,Local authority,ಸ್ಥಳೀಯ ಪ್ರಾಧಿಕಾರ,,,,,,,,,
,Local body,ಸ್ಥಳೀಯ ಸಂಸ್ಥೆ,,,,,,,,,
,Local committee,ಸ್ಥಳೀಯ ಸಮಿತಿ,,,,,,,,,
,Local investigation,ಸ್ಥಳೀಯ ತನಿಖೆ,,,,,,,,,
,Local limit,ಸ್ಥಳೀಯ ಪರಿಮಿತಿ,,,,,,,,,
,Local units,ಸ್ಥಳೀಯ ಘಟಕಗಳು,,,,,,,,,
,Location,1. ಸ್ಥಳನಿಶ್ಚಯ 2. ಸ್ಥಳ,,,,,,,,,
,Lockout,1. ಬೀಗಮುದ್ರೆಹಾಕು 2. ಬೀಗಮುದ್ರೆ; ಹೊರಗೀಲಿ,,,,,,,,,
,Logbook,ಲಾಗ್‌ಬಕ್‌; ವಾಹನಸಂಚಾರ ಪುಸ್ತಕ,,,,,,,,,
,Loss of hearing,ಶ್ರವಣಶಕ್ತಿ ನಷ್ಟವಾಗುವುದು; ಕಿವಿ ಕೇಳುವ ಶಕ್ತಿ ಕಳೆದುಹೋಗುವುದು,,,,,,,,,
,Loss of identity card,ಗುರುತಿನ ಚೀಟಿ ಕಳೆದುಹೋಗುವುದು,,,,,,,,,
,Loss of sight,ದೃಷ್ಟಿಯ ನಷ್ಟ ದೃಷ್ಟಿ ಕಳೆದುಹೋಗುವುದು,,,,,,,,,
,Loss of vision,ದೃಷ್ಟಿಯ ನಷ್ಟ ;,,,,,,,,,
,Lower age limit,ಕನಿಷ್ಠ ವಯೋಮಿತಿ,,,,,,,,,
,Lower division clerk,ಕೆಳದರ್ಜೆಯ ಗುಮಾಸ್ತ,,,,,,,,,
,Lowest price,ಕನಿಷ್ಠ ಬೆಲೆ,,,,,,,,,
,Lump-sum,ಇಡಿಗಂಟು; ಒಂದೇ ಮೊತ್ತ,,,,,,,,,
,Machinist,ಯಂತ್ರ ಪ್ರವೀಣ,,,,,,,,,
,Maintenance of account book,ಲೆಕ್ಕಪುಸ್ತಕದ ನಿರ್ವಹಣೆ,,,,,,,,,
,Maintenance of accounts,ಲೆಕ್ಕಗಳ ನಿರ್ವಹಣೆ,,,,,,,,,
,Maintenance of board,ಮಂಡಳಿಯ ನಿರ್ವಹಣೆ,,,,,,,,,
,Maintenance of crèches,ಮಕ್ಕಳಪಾಲನ ಗೃಹಗಳ ನಿರ್ವಹಣೆ,,,,,,,,,
,Maintenance of family pension fund account,ಕುಟುಂಬ ಪಿಂಚಣಿನಿಧಿ ಲೆಕ್ಕದ ನಿರ್ವಹಣೆ,,,,,,,,,
,Maintenance of records,ದಾಖಲೆಗಳ ನಿರ್ವಹಣೆ; ದಾಖಲೆಗಳನ್ನು ಇಟ್ಟುಕೊಂಡು ಬರುವುದು,,,,,,,,,
,Major ports,ಮುಖ್ಯ ಬಂದರುಗಳು,,,,,,,,,
,Make representation,ಮನವಿ ಸಲ್ಲಿಸು,,,,,,,,,
,Make void,ಶೂನ್ಯಗೊಳಿಸು,,,,,,,,,
,Mala fide,ದುರುದ್ದೇಶದ,,,,,,,,,
,Malice,1. ಮತ್ಸರ 2. ದ್ವೇಷ 3. ದುರುದ್ದೇಶ,,,,,,,,,
,Malicious,ದ್ವೇಷಪೂರ್ವಕ,,,,,,,,,
,Malicious act,ದ್ವೇಷಪೂರ್ವಕ ಕೃತ್ಯ,,,,,,,,,
,Malicious claim,ದ್ವೇಷಪೂರ್ವಕ ಹಕ್ಕು ಸಾಧನೆ,,,,,,,,,
,Malpractice,ದುರಾಚರಣೆ; ತಪ್ಪುಕೆಲಸ,,,,,,,,,
,Man hours,ಕೆಲಸದ ಗಂಟೆಗಳು,,,,,,,,,
,Management,1. ವ್ಯವಸ್ಥಾಪನೆ; ನಿರ್ವಹಣೆ 2. ಆಡಳಿತವರ್ಗ,,,,,,,,,
,Managerial nature,ವ್ಯವಸ್ಥಾಪನ ಸ್ವರೂಪ,,,,,,,,,
,Managing agent,ವ್ಯವಸ್ಥಾಪಕ ಏಜೆಂಟ್‌,,,,,,,,,
,Managing committee,ವ್ಯವಸ್ಥಾಪಕ ಸಮಿತಿ,,,,,,,,,
,Managing director,ವ್ಯವಸ್ಥಾಪಕ ನಿರ್ದೇಶಕ,,,,,,,,,
,Managing partner,ವ್ಯವಸ್ಥಾಪಕ ಪಾಲುದಾರ,,,,,,,,,
,Mandamus,ಮ್ಯಾಂಡಮಸ್‌; ಪರಮಾದೇಶ,,,,,,,,,
,Mandate,ಆಜ್ಞೆ,,,,,,,,,
,Mandatory,ಆಜ್ಞಾಪಕ,,,,,,,,,
,Mandays,ದುಡಿಮೆ ದಿನಗಳು,,,,,,,,,
,Manner,ರೀತಿ,,,,,,,,,
,Manpower,ಮಾನವಶಕ್ತಿ,,,,,,,,,
,Manual,1. ಕೈಯಿಂದ ಮಾಡಿದ; ದೈಹಿಕ 2. ಕೈಪಿಡಿ,,,,,,,,,
,Manual skill,ಕರಕೌಶಲ,,,,,,,,,
,Manufacture,1. ತಯಾರಿಸು; ನಿರ್ಮಿಸು 2. ತಯಾರಿಕೆ; ನಿರ್ಮಾಣ,,,,,,,,,
,Manufacturer,ತಯಾರಕ; ನಿರ್ಮಾಪಕ,,,,,,,,,
,Market price,ಮಾರುಕಟ್ಟೆ ಬೆಲೆ,,,,,,,,,
,Market rate,ಮಾರುಕಟ್ಟೆ ದರ,,,,,,,,,
,Material evidence,ಮುಖ್ಯಸಾಕ್ಷ್ಯ,,,,,,,,,
,Maternity,ಪ್ರಸೂತಿ; ಹೆರಿಗೆ,,,,,,,,,
,Maternity benefit,ಹೆರಿಗೆ ಸೌಲಭ್ಯ,,,,,,,,,
,Maternity benefit act,ಹೆರಿಗೆ ಸೌಲಭ್ಯ ಅಧಿನಿಯಮ,,,,,,,,,
,Matter in dispute,ವಿವಾದದಲ್ಲಿರುವ ವಿಷಯ,,,,,,,,,
,Maximum,ಗರಿಷ್ಠ; ಪರಮಾವಧಿ,,,,,,,,,
,Maximum price,ಗರಿಷ್ಠ ಬೆಲೆ,,,,,,,,,
,Mechanic,ಮೆಕ್ಯಾನಿಕ್‌; ಯಂತ್ರಜ್ಞ,,,,,,,,,
,Mechanical draftsman,ಯಂತ್ರಶಿಲ್ಪದ ನಕ್ಷೆಗಾರ,,,,,,,,,
,Mechanical engineering,ಮೆಕ್ಯಾನಿಕಲ್‌ ಎಂಜನಿಯರಿಂಗ್‌; ಯಾಂತ್ರಿಕ ಯಂತ್ರವಿಜ್ಞಾನ,,,,,,,,,
,Mechanically propelled,ಯಂತ್ರಚಾಲಿತ,,,,,,,,,
,Mechanist,,,,,,,Mechanic,,,
,Medical appellate tribunal,ವೈದ್ಯಕೀಯ ಮೇಲ್ಮನವಿ ನ್ಯಾಯಾಧಿಕರಣ,,,,,,,,,
,Medical appliances,ವೈದ್ಯಕೀಯ ಪರಿಕರಗಳು,,,,,,,,,
,Medical attendance rules,ವೈದ್ಯಕೀಯ ಚಿಕಿತ್ಸಾನಿಯಮಗಳು,,,,,,,,,
,Medical attendant,ವೈದ್ಯಕೀಯ ಉಪಚಾರಕ,,,,,,,,,
,Medical bonus,ವೈದ್ಯಕೀಯ ಬೋನಸ್ಸು,,,,,,,,,
,Medical officer,ವೈದ್ಯಾಧಿಕಾರಿ,,,,,,,,,
,Medical record,ವೈದ್ಯಕೀಯ ದಾಖಲೆ,,,,,,,,,
,Meeting,ಮೀಟಿಂಗ್‌; ಸಭೆ,,,,,,,,,
,Meeting of sub committee,ಉಪಸಮಿತಿಯ ಸಭೆ,,,,,,,,,
,Meeting of the board,ಮಂಡಳಿಯ ಸಭೆ,,,,,,,,,
,Members’ accounts,ಸದಸ್ಯರುಗಳ ಲೆಕ್ಕಗಳು,,,,,,,,,
,Membership,ಸದಸ್ಯತ್ವ,,,,,,,,,
,Membership of family pension fund,ಕುಟುಂಬ ಪಿಂಚಣಿ ನಿಧಿಯ ಸದಸ್ಯತ್ವ,,,,,,,,,
,Memorandum,1. ನಿವೇದನಪತ್ರ; ಬಿನ್ನವತ್ತಳೆ 2. ನೆನಪಿನ ಟಿಪ್ಪಣಿ; ವಿವರಣಪತ್ರ,,,,,,,,,
,Memorandum of agreement,ಒಪ್ಪಂದದ ವಿವರಣಪತ್ರ,,,,,,,,,
,Memorandum of appeal,ಅಪೀಲು ವಿವರಣ ಪತ್ರ,,,,,,,,,
,Memorandum of settlement,ಇತ್ಯರ್ಥದ ವಿವರಣಪತ್ರ,,,,,,,,,
,Memorialist,ಮನವಿದಾರ,,,,,,,,,
,Mental capacity,ಮಾನಸಿಕ ಸಾಮರ್ಥ್ಯ,,,,,,,,,
,Mental derangement,ಮಾನಸಿಕ ಭ್ರಮೆ; ಚಿತ್ತಭ್ರಮೆ,,,,,,,,,
,Merits and demerits,ಗುಣದೋಷಗಳು,,,,,,,,,
,Metacarpal bone,ಅಂಗೈಮೂಳೆ,,,,,,,,,
,Method,ನೀತಿ; ಕ್ರಮ; ವಿಧಾನ; ಪದ್ಧತಿ,,,,,,,,,
,Metropolitan magistrate,ಮಹಾನಗರ ದಂಡಾಧಿಕಾರಿ,,,,,,,,,
,Mica mines labour welfare fund act 1946,ಅಭ್ರಕ ಗಣಿಗಳ ಕಾರ್ಮಿಕಕಲ್ಯಾಣ ನಿಧಿ ಅಧಿನಿಯಮ 1946,,,,,,,,,
,Migration,ವಲಸೆ; ಸ್ಥಾನಾಂತರ,,,,,,,,,
,Mileage,1. ಮೈಲುಭತ್ಯ 2. ಮೈಲುದೂರ,,,,,,,,,
,Mines,ಗಣಿಗಳು,,,,,,,,,
,Minimum,ಕನಿಷ್ಠ,,,,,,,,,
,Minimum piece rate,ಕನಿಷ್ಠ ತುಂಡು ದರ,,,,,,,,,
,Minimum time rate,ಕನಿಷ್ಠಕಾಲ ದರ,,,,,,,,,
,Minimum wages act 1948,ಕನಿಷ್ಠವೇತನ ಅಧಿನಿಯಮ 1948,,,,,,,,,
,Mining,ಗಣಿಕೆಲಸ,,,,,,,,,
,Minutes of the meeting,ಸಭೆಯ ನಡೆವಳಿಕೆಗಳು,,,,,,,,,
,Misappropriation,ದುರುಪಯೋಗ; ಅಫರಾತಫರಾ,,,,,,,,,
,Miscarriage,1. ವಿಫಲತೆ 2. ಗರ್ಭಪಾತ,,,,,,,,,
,Miscellaneous,ಸಂಕೀರ್ಣ,,,,,,,,,
,Miscellaneous provision act 1952,ಸಂಕೀರ್ಣ ಉಪಬಂಧಗಳ ಅಧಿನಿಯಮ 1952,,,,,,,,,
,Misconduct,ದುರ್ನಡತೆ,,,,,,,,,
,Mistake,1. ತಪ್ಪಾಗಿ ಗ್ರಹಿಸು 2. ತಪ್ಪು; ತಪ್ಪುಗ್ರಹಿಕೆ,,,,,,,,,
,Misuse,1. ದುರುಪಯೋಗಿಸು 2. ದುರುಪಯೋಗ,,,,,,,,,
,Mitigation,ಉಪಶಮನ; ಕಡಿಮೆಮಾಡುವುದು,,,,,,,,,
,Mode,ಬಗೆ; ರೀತಿ; ವಿಧಾನ,,,,,,,,,
